case_id,soc_id,incident_id,alert_id,created_at,assigned_analyst_id,severity,status,resolution,resolution_reason,investigation_notes,closed_at
CASE-000516,SOC-001,,ALT-000516,2026-01-13T10:31:00Z,ANL-1004,LOW,CLOSED,FALSE_POSITIVE,Internal Network Port Scan — False Positive,Manually reviewed HOST-1097 logs; findings documented against case ticket.,2026-01-13T14:51:00Z
CASE-000517,SOC-001,,ALT-000517,2026-01-13T20:59:00Z,ANL-1002,LOW,CLOSED,TRUE_POSITIVE,LSASS Memory Access — True Positive,Reviewed T1003 activity on HOST-1596; correlated with source 10.197.221.20.,2026-01-14T02:59:00Z
CASE-000518,SOC-001,,ALT-000518,2026-01-13T06:40:00Z,ANL-1009,LOW,CLOSED,TRUE_POSITIVE,Unusual Scheduled Task Created — True Positive,Reviewed escalation criteria for HOST-3086; behaviour consistent with known baseline.,2026-01-13T10:25:00Z
CASE-000519,SOC-001,,ALT-000519,2026-01-13T06:05:00Z,ANL-1010,LOW,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Investigated T1486 indicators on HOST-4747; no further lateral movement observed.,2026-01-13T10:20:00Z
CASE-000520,SOC-001,,ALT-000520,2026-01-13T21:31:00Z,ANL-1002,MEDIUM,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Reviewed escalation criteria for HOST-1678; behaviour consistent with known baseline.,2026-01-14T00:01:00Z
CASE-000521,SOC-001,,ALT-000521,2026-01-14T09:51:00Z,ANL-1005,LOW,CLOSED,TRUE_POSITIVE,Upload to Unapproved Cloud Storage — True Positive,Manually reviewed HOST-3423 logs; findings documented against case ticket.,2026-01-14T16:57:00Z
CASE-000522,SOC-001,,ALT-000522,2026-01-14T13:09:00Z,ANL-1007,MEDIUM,CLOSED,TRUE_POSITIVE,New Registry Run Key Entry — True Positive,Reviewed escalation criteria for HOST-4338; behaviour consistent with known baseline.,2026-01-14T15:17:00Z
CASE-000523,SOC-001,,ALT-000523,2026-01-14T23:00:00Z,ANL-1003,LOW,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Checked process execution history for HOST-4261 following T1595 alert.,2026-01-15T04:42:00Z
CASE-000524,SOC-001,,ALT-000524,2026-01-14T12:52:00Z,ANL-1008,HIGH,CLOSED,TRUE_POSITIVE,Suspicious PowerShell — True Positive,Reviewed escalation criteria for HOST-4674; behaviour consistent with known baseline.,2026-01-14T14:11:00Z
CASE-000525,SOC-001,,ALT-000525,2026-01-14T07:50:00Z,ANL-1005,MEDIUM,CLOSED,TRUE_POSITIVE,Upload to Unapproved Cloud Storage — True Positive,Manually reviewed HOST-4811 logs; findings documented against case ticket.,2026-01-14T11:24:00Z
CASE-000526,SOC-001,,ALT-000526,2026-01-14T21:35:00Z,ANL-1010,CRITICAL,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Analysed endpoint telemetry for HOST-3737 tied to T1595 detection.,2026-01-14T22:22:00Z
CASE-000527,SOC-001,INC-000017,ALT-000527,2026-01-14T02:31:00Z,ANL-1006,CRITICAL,CLOSED,TRUE_POSITIVE,Repeated Failed Logins — True Positive,Traced network flow from 10.253.142.233 to determine scope of T1110 activity on HOST-2703.,2026-01-14T02:57:00Z
CASE-000528,SOC-001,,ALT-000528,2026-01-14T18:35:00Z,ANL-1005,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,Investigated T1021.002 indicators on HOST-3945; no further lateral movement observed.,2026-01-14T22:22:00Z
CASE-000529,SOC-001,,ALT-000529,2026-01-14T07:52:00Z,ANL-1008,MEDIUM,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Cross-referenced 10.38.140.138 against threat intelligence feeds for HOST-1166.,2026-01-14T10:31:00Z
CASE-000530,SOC-001,,ALT-000530,2026-01-14T07:30:00Z,ANL-1001,LOW,CLOSED,TRUE_POSITIVE,Unusual RDP Session — True Positive,Validated authentication logs tied to HOST-3649 to rule out credential compromise.,2026-01-14T14:07:00Z
CASE-000531,SOC-001,,ALT-000531,2026-01-14T10:07:00Z,ANL-1009,LOW,CLOSED,FALSE_POSITIVE,New Registry Run Key Entry — False Positive,Reviewed escalation criteria for HOST-2848; behaviour consistent with known baseline.,2026-01-14T17:03:00Z
CASE-000532,SOC-001,,ALT-000532,2026-01-14T20:22:00Z,ANL-1001,CRITICAL,CLOSED,TRUE_POSITIVE,Password Spraying Detected — True Positive,Reviewed T1110 activity on HOST-4101; correlated with source 10.206.108.43.,2026-01-14T21:11:00Z
CASE-000533,SOC-001,,ALT-000533,2026-01-14T00:20:00Z,ANL-1008,MEDIUM,CLOSED,TRUE_POSITIVE,Suspicious CMD Execution — True Positive,Cross-referenced 10.59.69.122 against threat intelligence feeds for HOST-4430.,2026-01-14T02:28:00Z
CASE-000534,SOC-001,,ALT-000534,2026-01-14T13:04:00Z,ANL-1009,LOW,CLOSED,TRUE_POSITIVE,Upload to Unapproved Cloud Storage — True Positive,Cross-referenced 10.153.208.6 against threat intelligence feeds for HOST-4480.,2026-01-14T20:11:00Z
CASE-000535,SOC-001,,ALT-000535,2026-01-14T17:48:00Z,ANL-1009,LOW,CLOSED,FALSE_POSITIVE,Unusual RDP Session — False Positive,Manually reviewed HOST-2275 logs; findings documented against case ticket.,2026-01-14T23:07:00Z
CASE-000536,SOC-001,,ALT-000536,2026-01-14T17:57:00Z,ANL-1004,LOW,CLOSED,TRUE_POSITIVE,Suspicious Binary Download — True Positive,Confirmed T1105 alert on HOST-3420 against recent change records.,2026-01-14T23:04:00Z
CASE-000537,SOC-001,,ALT-000537,2026-01-14T18:26:00Z,ANL-1010,LOW,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Validated authentication logs tied to HOST-2656 to rule out credential compromise.,2026-01-15T01:19:00Z
CASE-000538,SOC-001,,ALT-000538,2026-01-14T06:17:00Z,ANL-1002,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual RDP Session — True Positive,Cross-referenced 10.7.211.28 against threat intelligence feeds for HOST-1544.,2026-01-14T08:39:00Z
CASE-000539,SOC-001,,ALT-000539,2026-01-14T21:15:00Z,ANL-1008,LOW,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,Reviewed T1021.002 activity on HOST-3727; correlated with source 10.129.1.111.,2026-01-15T03:41:00Z
CASE-000540,SOC-001,,ALT-000540,2026-01-14T07:28:00Z,ANL-1004,LOW,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Checked process execution history for HOST-3638 following T1486 alert.,2026-01-14T15:54:00Z
CASE-000541,SOC-001,,ALT-000541,2026-01-14T03:15:00Z,ANL-1005,LOW,CLOSED,TRUE_POSITIVE,Upload to Unapproved Cloud Storage — True Positive,Analysed endpoint telemetry for HOST-3323 tied to T1567 detection.,2026-01-14T10:47:00Z
CASE-000542,SOC-001,,ALT-000542,2026-01-14T19:36:00Z,ANL-1010,MEDIUM,CLOSED,TRUE_POSITIVE,Upload to Unapproved Cloud Storage — True Positive,Analysed endpoint telemetry for HOST-3743 tied to T1567 detection.,2026-01-14T22:49:00Z
CASE-000543,SOC-001,,ALT-000543,2026-01-14T02:06:00Z,ANL-1011,MEDIUM,CLOSED,FALSE_POSITIVE,Encoded PowerShell Command — False Positive,Checked process execution history for HOST-4025 following T1059.001 alert.,2026-01-14T05:17:00Z
CASE-000544,SOC-001,,ALT-000544,2026-01-14T08:34:00Z,ANL-1003,LOW,CLOSED,TRUE_POSITIVE,New Registry Run Key Entry — True Positive,Confirmed T1547.001 alert on HOST-3822 against recent change records.,2026-01-14T19:43:00Z
CASE-000545,SOC-001,,ALT-000545,2026-01-14T07:47:00Z,ANL-1001,LOW,CLOSED,FALSE_POSITIVE,Suspicious CMD Execution — False Positive,Manually reviewed HOST-1642 logs; findings documented against case ticket.,2026-01-14T12:32:00Z
CASE-000546,SOC-001,,ALT-000546,2026-01-14T05:43:00Z,ANL-1007,LOW,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Investigated T1595 indicators on HOST-3183; no further lateral movement observed.,2026-01-14T10:43:00Z
CASE-000547,SOC-001,,ALT-000547,2026-01-14T00:12:00Z,ANL-1007,CRITICAL,CLOSED,TRUE_POSITIVE,Suspicious Binary Download — True Positive,Confirmed T1105 alert on HOST-4269 against recent change records.,2026-01-14T01:10:00Z
CASE-000548,SOC-001,,ALT-000548,2026-01-14T02:16:00Z,ANL-1005,LOW,CLOSED,TRUE_POSITIVE,Unusual Scheduled Task Created — True Positive,Investigated T1053.005 indicators on HOST-3201; no further lateral movement observed.,2026-01-14T06:23:00Z
CASE-000549,SOC-001,,ALT-000549,2026-01-14T00:49:00Z,ANL-1011,HIGH,CLOSED,TRUE_POSITIVE,Beaconing to Known C2 Domain — True Positive,Investigated T1071.001 indicators on HOST-4195; no further lateral movement observed.,2026-01-14T02:30:00Z
CASE-000550,SOC-001,,ALT-000550,2026-01-14T19:42:00Z,ANL-1010,MEDIUM,CLOSED,TRUE_POSITIVE,Large Outbound Data Transfer — True Positive,Validated authentication logs tied to HOST-1605 to rule out credential compromise.,2026-01-14T23:18:00Z
CASE-000551,SOC-001,,ALT-000551,2026-01-14T16:17:00Z,ANL-1009,LOW,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Validated authentication logs tied to HOST-3965 to rule out credential compromise.,2026-01-14T21:08:00Z
CASE-000552,SOC-001,,ALT-000552,2026-01-14T00:49:00Z,ANL-1010,MEDIUM,CLOSED,FALSE_POSITIVE,Unusual SMB Admin Share Access — False Positive,Validated authentication logs tied to HOST-4221 to rule out credential compromise.,2026-01-14T04:16:00Z
CASE-000553,SOC-001,,ALT-000553,2026-01-14T04:43:00Z,ANL-1002,LOW,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Checked process execution history for HOST-1992 following T1595 alert.,2026-01-14T10:45:00Z
CASE-000554,SOC-001,,ALT-000554,2026-01-14T12:10:00Z,ANL-1006,LOW,CLOSED,FALSE_POSITIVE,Ransomware Behaviour Detected — False Positive,Investigated T1486 indicators on HOST-3587; no further lateral movement observed.,2026-01-14T18:32:00Z
CASE-000555,SOC-001,,ALT-000555,2026-01-14T22:32:00Z,ANL-1009,LOW,CLOSED,TRUE_POSITIVE,Suspicious PowerShell — True Positive,Reviewed escalation criteria for HOST-3277; behaviour consistent with known baseline.,2026-01-15T06:27:00Z
CASE-000556,SOC-001,,ALT-000556,2026-01-14T03:05:00Z,ANL-1002,HIGH,CLOSED,FALSE_POSITIVE,New Registry Run Key Entry — False Positive,Checked process execution history for HOST-4301 following T1547.001 alert.,2026-01-14T04:05:00Z
CASE-000557,SOC-001,,ALT-000557,2026-01-14T16:54:00Z,ANL-1007,LOW,CLOSED,FALSE_POSITIVE,Ransomware Behaviour Detected — False Positive,Confirmed T1486 alert on HOST-4935 against recent change records.,2026-01-15T01:01:00Z
CASE-000558,SOC-001,,ALT-000558,2026-01-14T06:25:00Z,ANL-1006,HIGH,CLOSED,TRUE_POSITIVE,New Registry Run Key Entry — True Positive,Confirmed T1547.001 alert on HOST-3785 against recent change records.,2026-01-14T07:33:00Z
CASE-000559,SOC-001,,ALT-000559,2026-01-14T05:13:00Z,ANL-1010,LOW,CLOSED,TRUE_POSITIVE,LSASS Memory Access — True Positive,Validated authentication logs tied to HOST-3961 to rule out credential compromise.,2026-01-14T12:48:00Z
CASE-000560,SOC-001,,ALT-000560,2026-01-14T23:02:00Z,ANL-1009,MEDIUM,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Checked process execution history for HOST-4238 following T1486 alert.,2026-01-15T02:27:00Z
CASE-000561,SOC-002,,ALT-000561,2026-01-01T17:11:00Z,ANL-2014,HIGH,CLOSED,TRUE_POSITIVE,Suspicious Binary Download — True Positive,Investigated T1105 indicators on HOST-3085; no further lateral movement observed.,2026-01-01T18:09:00Z
CASE-000562,SOC-002,,ALT-000562,2026-01-01T07:41:00Z,ANL-2012,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,"Closed with minimal review — T1021.002 alert on HOST-1868, no further action taken.",2026-01-01T10:21:00Z
CASE-000563,SOC-002,,ALT-000563,2026-01-01T05:25:00Z,ANL-2020,CRITICAL,CLOSED,FALSE_POSITIVE,Password Spraying Detected — False Positive,Traced network flow from 10.192.151.213 to determine scope of T1110 activity on HOST-3387.,2026-01-02T04:41:00Z
CASE-000564,SOC-002,,ALT-000564,2026-01-01T05:53:00Z,ANL-2008,HIGH,CLOSED,TRUE_POSITIVE,Large Outbound Data Transfer — True Positive,Confirmed T1041 alert on HOST-1443 against recent change records.,2026-01-01T07:14:00Z
CASE-000565,SOC-002,,ALT-000565,2026-01-01T16:08:00Z,ANL-2022,MEDIUM,CLOSED,FALSE_POSITIVE,Unusual SMB Admin Share Access — False Positive,No further action required.,2026-01-01T20:21:00Z
CASE-000566,SOC-002,,ALT-000566,2026-01-01T13:40:00Z,ANL-2003,MEDIUM,CLOSED,FALSE_POSITIVE,Large Outbound Data Transfer — False Positive,"Closed with minimal review — T1041 alert on HOST-2411, no further action taken.",2026-01-01T15:52:00Z
CASE-000567,SOC-002,,ALT-000567,2026-01-01T18:50:00Z,ANL-2010,MEDIUM,CLOSED,FALSE_POSITIVE,Unusual SMB Admin Share Access — False Positive,Validated authentication logs tied to HOST-1985 to rule out credential compromise.,2026-01-01T22:35:00Z
CASE-000568,SOC-002,INC-000018,ALT-000568,2026-01-01T16:03:00Z,ANL-2020,CRITICAL,CLOSED,TRUE_POSITIVE,Beaconing to Known C2 Domain — True Positive,Manually reviewed HOST-2536 logs; findings documented against case ticket.,2026-01-01T23:25:00Z
CASE-000569,SOC-002,,ALT-000569,2026-01-01T12:48:00Z,ANL-2014,HIGH,CLOSED,TRUE_POSITIVE,Password Spraying Detected — True Positive,Checked process execution history for HOST-3973 following T1110 alert.,2026-01-01T13:54:00Z
CASE-000570,SOC-002,,ALT-000570,2026-01-01T06:22:00Z,ANL-2013,HIGH,CLOSED,TRUE_POSITIVE,LSASS Memory Access — True Positive,"Closed with minimal review — T1003 alert on HOST-1701, no further action taken.",2026-01-01T07:37:00Z
CASE-000571,SOC-002,,ALT-000571,2026-01-01T18:22:00Z,ANL-2013,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,Validated authentication logs tied to HOST-3236 to rule out credential compromise.,2026-01-01T20:30:00Z
CASE-000572,SOC-002,,ALT-000572,2026-01-01T15:34:00Z,ANL-2004,HIGH,CLOSED,FALSE_POSITIVE,Ransomware Behaviour Detected — False Positive,Validated authentication logs tied to HOST-2631 to rule out credential compromise.,2026-01-01T16:32:00Z
CASE-000573,SOC-002,,ALT-000573,2026-01-01T16:11:00Z,ANL-2018,HIGH,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Cross-referenced 10.173.117.147 against threat intelligence feeds for HOST-4473.,2026-01-01T17:17:00Z
CASE-000574,SOC-002,,ALT-000574,2026-01-01T02:42:00Z,ANL-2006,LOW,CLOSED,TRUE_POSITIVE,Suspicious CMD Execution — True Positive,Reviewed escalation criteria for HOST-1588; behaviour consistent with known baseline.,2026-01-01T07:08:00Z
CASE-000575,SOC-002,,ALT-000575,2026-01-01T21:17:00Z,ANL-2008,MEDIUM,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,"Closed with minimal review — T1595 alert on HOST-3188, no further action taken.",2026-01-02T00:40:00Z
CASE-000576,SOC-002,,ALT-000576,2026-01-01T10:54:00Z,ANL-2024,LOW,CLOSED,TRUE_POSITIVE,Upload to Unapproved Cloud Storage — True Positive,Cross-referenced 10.145.177.116 against threat intelligence feeds for HOST-3480.,2026-01-01T14:38:00Z
CASE-000577,SOC-002,,ALT-000577,2026-01-01T19:04:00Z,ANL-2024,LOW,CLOSED,TRUE_POSITIVE,Suspicious CMD Execution — True Positive,Cross-referenced 10.252.196.139 against threat intelligence feeds for HOST-1319.,2026-01-02T03:15:00Z
CASE-000578,SOC-002,,ALT-000578,2026-01-01T00:42:00Z,ANL-2012,MEDIUM,CLOSED,FALSE_POSITIVE,Unusual SMB Admin Share Access — False Positive,"Closed with minimal review — T1021.002 alert on HOST-4616, no further action taken.",2026-01-01T01:13:00Z
CASE-000579,SOC-002,,ALT-000579,2026-01-01T19:18:00Z,ANL-2006,LOW,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Manually reviewed HOST-2445 logs; findings documented against case ticket.,2026-01-01T22:50:00Z
CASE-000580,SOC-002,,ALT-000580,2026-01-01T05:25:00Z,ANL-2019,LOW,CLOSED,TRUE_POSITIVE,LSASS Memory Access — True Positive,Investigated T1003 indicators on HOST-3357; no further lateral movement observed.,2026-01-01T10:50:00Z
CASE-000581,SOC-002,,ALT-000581,2026-01-01T19:07:00Z,ANL-2022,LOW,CLOSED,FALSE_POSITIVE,Large Outbound Data Transfer — False Positive,No further action required.,2026-01-02T03:38:00Z
CASE-000582,SOC-002,,ALT-000582,2026-01-01T11:39:00Z,ANL-2007,LOW,CLOSED,FALSE_POSITIVE,Beaconing to Known C2 Domain — False Positive,Traced network flow from 10.121.218.115 to determine scope of T1071.001 activity on HOST-1710.,2026-01-01T18:13:00Z
CASE-000583,SOC-002,,ALT-000583,2026-01-01T04:48:00Z,ANL-2016,MEDIUM,CLOSED,TRUE_POSITIVE,New Registry Run Key Entry — True Positive,Reviewed escalation criteria for HOST-4419; behaviour consistent with known baseline.,2026-01-01T06:44:00Z
CASE-000584,SOC-002,,ALT-000584,2026-01-01T11:50:00Z,ANL-2011,HIGH,CLOSED,FALSE_POSITIVE,Suspicious Binary Download — False Positive,Validated authentication logs tied to HOST-2728 to rule out credential compromise.,2026-01-01T13:31:00Z
CASE-000585,SOC-002,,ALT-000585,2026-01-01T03:51:00Z,ANL-2011,MEDIUM,CLOSED,FALSE_POSITIVE,Unusual Scheduled Task Created — False Positive,Manually reviewed HOST-4382 logs; findings documented against case ticket.,2026-01-01T22:55:00Z
CASE-000586,SOC-002,,ALT-000586,2026-01-01T20:50:00Z,ANL-2015,MEDIUM,CLOSED,FALSE_POSITIVE,LSASS Memory Access — False Positive,Confirmed T1003 alert on HOST-4681 against recent change records.,2026-01-02T01:01:00Z
CASE-000587,SOC-002,,ALT-000587,2026-01-01T12:47:00Z,ANL-2001,MEDIUM,CLOSED,FALSE_POSITIVE,Password Spraying Detected — False Positive,Investigated T1110 indicators on HOST-1241; no further lateral movement observed.,2026-01-01T15:27:00Z
CASE-000588,SOC-002,,ALT-000588,2026-01-01T18:02:00Z,ANL-2011,LOW,CLOSED,TRUE_POSITIVE,Suspicious Binary Download — True Positive,Validated authentication logs tied to HOST-1633 to rule out credential compromise.,2026-01-02T00:16:00Z
CASE-000589,SOC-002,,ALT-000589,2026-01-01T18:36:00Z,ANL-2020,LOW,CLOSED,TRUE_POSITIVE,Password Spraying Detected — True Positive,Investigated T1110 indicators on HOST-1635; no further lateral movement observed.,2026-01-01T23:55:00Z
CASE-000590,SOC-002,,ALT-000590,2026-01-01T23:47:00Z,ANL-2016,HIGH,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Reviewed escalation criteria for HOST-2896; behaviour consistent with known baseline.,2026-01-02T04:03:00Z
CASE-000591,SOC-002,,ALT-000591,2026-01-01T15:45:00Z,ANL-2011,HIGH,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,Traced network flow from 10.14.50.35 to determine scope of T1021.002 activity on HOST-1877.,2026-01-01T17:03:00Z
CASE-000592,SOC-002,,ALT-000592,2026-01-01T22:56:00Z,ANL-2012,MEDIUM,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Validated authentication logs tied to HOST-3957 to rule out credential compromise.,2026-01-02T03:13:00Z
CASE-000593,SOC-002,,ALT-000593,2026-01-01T23:37:00Z,ANL-2024,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual Scheduled Task Created — True Positive,Cross-referenced 10.101.244.71 against threat intelligence feeds for HOST-1685.,2026-01-02T03:43:00Z
CASE-000594,SOC-002,,ALT-000594,2026-01-01T21:59:00Z,ANL-2023,LOW,CLOSED,FALSE_POSITIVE,Repeated Failed Logins — False Positive,Traced network flow from 10.71.27.30 to determine scope of T1110 activity on HOST-4550.,2026-01-02T04:51:00Z
CASE-000595,SOC-002,INC-000019,ALT-000595,2026-01-01T23:13:00Z,ANL-2002,CRITICAL,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Traced network flow from 10.172.106.138 to determine scope of T1486 activity on HOST-4058.,2026-01-01T23:46:00Z
CASE-000596,SOC-002,,ALT-000596,2026-01-01T04:01:00Z,ANL-2019,MEDIUM,CLOSED,TRUE_POSITIVE,Beaconing to Known C2 Domain — True Positive,Validated authentication logs tied to HOST-2538 to rule out credential compromise.,2026-01-01T06:55:00Z
CASE-000597,SOC-002,,ALT-000597,2026-01-01T09:48:00Z,ANL-2005,MEDIUM,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,"Closed with minimal review — T1595 alert on HOST-2586, no further action taken.",2026-01-01T10:40:00Z
CASE-000598,SOC-002,,ALT-000598,2026-01-01T18:01:00Z,ANL-2014,MEDIUM,CLOSED,TRUE_POSITIVE,Suspicious CMD Execution — True Positive,Manually reviewed HOST-4530 logs; findings documented against case ticket.,2026-01-01T18:25:00Z
CASE-000599,SOC-002,,ALT-000599,2026-01-01T14:37:00Z,ANL-2022,MEDIUM,CLOSED,FALSE_POSITIVE,Suspicious Binary Download — False Positive,No further action required.,2026-01-01T17:25:00Z
CASE-000600,SOC-002,,ALT-000600,2026-01-01T14:25:00Z,ANL-2009,MEDIUM,CLOSED,FALSE_POSITIVE,Unusual RDP Session — False Positive,"Closed with minimal review — T1021.001 alert on HOST-1411, no further action taken.",2026-01-01T18:24:00Z
